#	lambda         S/N    tar_flux   tot_noise    sc_noise   sys_noise   readnoise  dark_noise   sky_noise     mockgal
#	nm   1e-13erg/s/cm2/nm    #e          #e          #e          #e          #e          #e      1e-13erg/s/cm2/nm
     907.915   5.446E-02   4.115E-04    11.31753     0.78509    11.29027     9.79796     5.53173     0.93281     0.00002
     908.091   5.374E-02   4.063E-04    11.31871     0.77991    11.29180     9.79796     5.53173     0.95123    -0.00859
     908.266   5.311E-02   4.017E-04    11.31919     0.77534    11.29260     9.79796     5.53173     0.96067    -0.01035
     908.442   5.261E-02   3.982E-04    11.31899     0.77170    11.29265     9.79796     5.53173     0.96126     0.00547
     908.618   5.226E-02   3.957E-04    11.31966     0.76917    11.29349     9.79796     5.53173     0.97109    -0.00235
     908.793   5.206E-02   3.945E-04    11.32322     0.76777    11.29716     9.79796     5.53173     1.01281     0.00887
     908.969   5.197E-02   3.942E-04    11.32997     0.76734    11.30395     9.79796     5.53173     1.08598    -0.00671
     909.144   5.197E-02   3.944E-04    11.33044     0.76734    11.30443     9.79796     5.53173     1.09093     0.00332
     909.320   5.199E-02   3.948E-04    11.33034     0.76751    11.30431     9.79796     5.53173     1.08973    -0.01278
     909.495   5.201E-02   3.951E-04    11.32958     0.76764    11.30355     9.79796     5.53173     1.08174     0.01259
     909.671   5.204E-02   3.952E-04    11.32207     0.76759    11.29602     9.79796     5.53173     1.00006    -0.00356
     909.846   5.201E-02   3.951E-04    11.31953     0.76728    11.29349     9.79796     5.53173     0.97108    -0.02248
     910.022   5.192E-02   3.947E-04    11.32366     0.76673    11.29767     9.79796     5.53173     1.01852     0.00359
     910.198   5.183E-02   3.943E-04    11.32385     0.76608    11.29790     9.79796     5.53173     1.02110    -0.00720
     910.373   5.175E-02   3.940E-04    11.32372     0.76549    11.29781     9.79796     5.53173     1.02010     0.00966
     910.549   5.169E-02   3.938E-04    11.32341     0.76505    11.29754     9.79796     5.53173     1.01701    -0.00993
     910.724   5.167E-02   3.938E-04    11.31931     0.76475    11.29345     9.79796     5.53173     0.97054     0.01288
     910.900   5.164E-02   3.938E-04    11.31684     0.76446    11.29099     9.79796     5.53173     0.94154    -0.01469
     911.075   5.158E-02   3.936E-04    11.31722     0.76400    11.29140     9.79796     5.53173     0.94646     0.01404
     911.251   5.148E-02   3.932E-04    11.31741     0.76331    11.29164     9.79796     5.53173     0.94929     0.00469
     911.426   5.137E-02   3.926E-04    11.31751     0.76247    11.29179     9.79796     5.53173     0.95109    -0.00174
     911.602   5.125E-02   3.919E-04    11.31748     0.76157    11.29183     9.79796     5.53173     0.95150    -0.00819
     911.778   5.113E-02   3.913E-04    11.31713     0.76072    11.29153     9.79796     5.53173     0.94795    -0.00891
     911.953   5.103E-02   3.908E-04    11.31711     0.75994    11.29157     9.79796     5.53173     0.94845     0.00579
     912.129   5.091E-02   3.902E-04    11.31777     0.75905    11.29228     9.79796     5.53173     0.95691     0.00071
     912.304   5.075E-02   3.893E-04    11.32002     0.75794    11.29462     9.79796     5.53173     0.98405    -0.00349
     912.480   5.056E-02   3.882E-04    11.32170     0.75657    11.29640     9.79796     5.53173     1.00427     0.00779
     912.655   5.034E-02   3.868E-04    11.32164     0.75496    11.29644     9.79796     5.53173     1.00471    -0.00365
     912.831   5.012E-02   3.853E-04    11.32083     0.75325    11.29574     9.79796     5.53173     0.99689     0.00331
     913.006   4.993E-02   3.841E-04    11.31954     0.75175    11.29455     9.79796     5.53173     0.98333    -0.00752
     913.182   4.979E-02   3.832E-04    11.31762     0.75068    11.29270     9.79796     5.53173     0.96181     0.01182
     913.358   4.972E-02   3.830E-04    11.31721     0.75013    11.29233     9.79796     5.53173     0.95741     0.00675
     913.533   4.971E-02   3.832E-04    11.31732     0.75008    11.29244     9.79796     5.53173     0.95873    -0.00489
     913.709   4.976E-02   3.838E-04    11.31764     0.75044    11.29273     9.79796     5.53173     0.96213    -0.00769
     913.884   4.983E-02   3.846E-04    11.31804     0.75095    11.29310     9.79796     5.53173     0.96649    -0.00154
     914.060   4.986E-02   3.852E-04    11.31837     0.75123    11.29342     9.79796     5.53173     0.97016    -0.01358
     914.235   4.985E-02   3.854E-04    11.31847     0.75115    11.29352     9.79796     5.53173     0.97138     0.00548
     914.411   4.979E-02   3.852E-04    11.31883     0.75074    11.29391     9.79796     5.53173     0.97586    -0.00665
     914.586   4.971E-02   3.849E-04    11.31889     0.75010    11.29401     9.79796     5.53173     0.97703     0.00350
     914.762   4.963E-02   3.845E-04    11.31789     0.74947    11.29305     9.79796     5.53173     0.96591    -0.00530
     914.938   4.961E-02   3.846E-04    11.31842     0.74931    11.29359     9.79796     5.53173     0.97223    -0.00851
     915.113   4.965E-02   3.853E-04    11.31912     0.74969    11.29426     9.79796     5.53173     0.98000     0.01058
     915.289   4.976E-02   3.864E-04    11.31851     0.75049    11.29361     9.79796     5.53173     0.97239    -0.00680
     915.464   4.990E-02   3.877E-04    11.31917     0.75152    11.29419     9.79796     5.53173     0.97918     0.00546
     915.640   4.998E-02   3.891E-04    11.33099     0.75255    11.30597     9.79796     5.53173     1.10682     0.00527
     915.815   4.988E-02   3.902E-04    11.37891     0.75337    11.35395     9.79796     5.53173     1.52056     0.00856
     915.991   4.989E-02   3.911E-04    11.39558     0.75398    11.37060     9.79796     5.53173     1.64032    -0.01475
     916.167   4.995E-02   3.919E-04    11.39767     0.75450    11.37267     9.79796     5.53173     1.65459     0.01046
     916.342   5.001E-02   3.927E-04    11.39685     0.75499    11.37182     9.79796     5.53173     1.64870     0.00464
     916.518   5.022E-02   3.935E-04    11.36364     0.75544    11.33851     9.79796     5.53173     1.40062    -0.01211
     916.693   5.046E-02   3.942E-04    11.32060     0.75579    11.29534     9.79796     5.53173     0.99237     0.01548
     916.869   5.049E-02   3.946E-04    11.31874     0.75593    11.29347     9.79796     5.53173     0.97085     0.01231
     917.044   5.048E-02   3.948E-04    11.31810     0.75589    11.29283     9.79796     5.53173     0.96333    -0.00413
     917.220   5.047E-02   3.950E-04    11.31814     0.75576    11.29288     9.79796     5.53173     0.96394     0.01072
     917.395   5.044E-02   3.951E-04    11.31849     0.75560    11.29324     9.79796     5.53173     0.96808    -0.00415
     917.571   5.042E-02   3.953E-04    11.31908     0.75545    11.29385     9.79796     5.53173     0.97518    -0.01121
     917.746   5.040E-02   3.954E-04    11.31981     0.75529    11.29459     9.79796     5.53173     0.98371     0.00299
     917.922   5.035E-02   3.953E-04    11.32034     0.75496    11.29513     9.79796     5.53173     0.98997    -0.00734
     918.098   5.026E-02   3.950E-04    11.32143     0.75434    11.29627     9.79796     5.53173     1.00286    -0.01378
     918.273   5.012E-02   3.942E-04    11.32292     0.75331    11.29783     9.79796     5.53173     1.02028    -0.00240
     918.449   4.991E-02   3.929E-04    11.32501     0.75182    11.30003     9.79796     5.53173     1.04437     0.00580
     918.624   4.965E-02   3.912E-04    11.32626     0.74987    11.30141     9.79796     5.53173     1.05917     0.01221
     918.800   4.932E-02   3.889E-04    11.32677     0.74744    11.30208     9.79796     5.53173     1.06636    -0.00439
     918.975   4.897E-02   3.864E-04    11.32491     0.74474    11.30040     9.79796     5.53173     1.04829     0.00092
     919.151   4.860E-02   3.837E-04    11.32243     0.74182    11.29810     9.79796     5.53173     1.02326    -0.00317
     919.326   4.819E-02   3.806E-04    11.31962     0.73854    11.29550     9.79796     5.53173     0.99416    -0.00621
     919.502   4.767E-02   3.768E-04    11.32045     0.73458    11.29659     9.79796     5.53173     1.00642     0.00449
     919.678   4.698E-02   3.716E-04    11.32118     0.72926    11.29767     9.79796     5.53173     1.01852    -0.00275
     919.853   4.593E-02   3.637E-04    11.32219     0.72117    11.29920     9.79796     5.53173     1.03535    -0.01346
     920.029   4.448E-02   3.531E-04    11.34316     0.71028    11.32090     9.79796     5.53173     1.25009    -0.00141
     920.204   4.284E-02   3.404E-04    11.34246     0.69705    11.32102     9.79796     5.53173     1.25118    -0.00021
     920.380   4.110E-02   3.269E-04    11.34171     0.68279    11.32114     9.79796     5.53173     1.25227    -0.00186
     920.555   3.952E-02   3.146E-04    11.34096     0.66950    11.32118     9.79796     5.53173     1.25264    -0.01176
     920.731   3.861E-02   3.076E-04    11.34037     0.66168    11.32105     9.79796     5.53173     1.25144     0.00720
     920.906   3.854E-02   3.074E-04    11.34020     0.66113    11.32091     9.79796     5.53173     1.25024    -0.00007
     921.082   3.921E-02   3.131E-04    11.34037     0.66686    11.32074     9.79796     5.53173     1.24869    -0.00091
     921.258   4.042E-02   3.230E-04    11.34076     0.67702    11.32053     9.79796     5.53173     1.24674    -0.00709
     921.433   4.188E-02   3.351E-04    11.34127     0.68920    11.32031     9.79796     5.53173     1.24479    -0.00590
     921.609   4.327E-02   3.465E-04    11.34183     0.70056    11.32018     9.79796     5.53173     1.24353    -0.00918
     921.784   4.429E-02   3.551E-04    11.34225     0.70880    11.32008     9.79796     5.53173     1.24270    -0.00108
     921.960   4.500E-02   3.611E-04    11.34251     0.71440    11.31999     9.79796     5.53173     1.24187    -0.00110
     922.135   4.545E-02   3.650E-04    11.34277     0.71797    11.32002     9.79796     5.53173     1.24213     0.00033
     922.311   4.572E-02   3.677E-04    11.34297     0.72017    11.32009     9.79796     5.53173     1.24271    -0.00481
     922.486   4.592E-02   3.696E-04    11.34313     0.72168    11.32015     9.79796     5.53173     1.24328     0.00775
     922.662   4.606E-02   3.711E-04    11.34313     0.72282    11.32008     9.79796     5.53173     1.24262    -0.01131
     922.838   4.616E-02   3.723E-04    11.34309     0.72360    11.31999     9.79796     5.53173     1.24184     0.00176
     923.013   4.620E-02   3.729E-04    11.34302     0.72388    11.31990     9.79796     5.53173     1.24099    -0.00634
     923.189   4.616E-02   3.730E-04    11.34280     0.72359    11.31969     9.79796     5.53173     1.23914     0.00401
     923.364   4.605E-02   3.725E-04    11.34254     0.72274    11.31949     9.79796     5.53173     1.23729     0.00206
     923.540   4.590E-02   3.717E-04    11.34227     0.72157    11.31929     9.79796     5.53173     1.23545     0.00285
     923.715   4.580E-02   3.712E-04    11.34202     0.72076    11.31909     9.79796     5.53173     1.23365    -0.00497
     923.891   4.580E-02   3.715E-04    11.34182     0.72071    11.31890     9.79796     5.53173     1.23186    -0.00233
     924.066   4.590E-02   3.728E-04    11.34170     0.72153    11.31872     9.79796     5.53173     1.23023     0.00194
     924.242   4.610E-02   3.748E-04    11.34165     0.72309    11.31858     9.79796     5.53173     1.22889     0.01177
     924.418   4.635E-02   3.772E-04    11.34163     0.72505    11.31843     9.79796     5.53173     1.22754     0.00740
     924.593   4.656E-02   3.793E-04    11.34161     0.72672    11.31831     9.79796     5.53173     1.22640    -0.00827
     924.769   4.671E-02   3.809E-04    11.34158     0.72786    11.31820     9.79796     5.53173     1.22545    -0.00070
     924.944   4.680E-02   3.820E-04    11.34153     0.72857    11.31810     9.79796     5.53173     1.22449     0.01577
     925.120   4.686E-02   3.828E-04    11.34152     0.72899    11.31807     9.79796     5.53173     1.22420    -0.01082
     925.295   4.690E-02   3.836E-04    11.34155     0.72936    11.31807     9.79796     5.53173     1.22422    -0.01286
     925.471   4.697E-02   3.846E-04    11.34158     0.72990    11.31807     9.79796     5.53173     1.22424     0.00221
     925.646   4.706E-02   3.856E-04    11.34157     0.73054    11.31802     9.79796     5.53173     1.22377     0.00516
     925.822   4.714E-02   3.867E-04    11.34155     0.73115    11.31796     9.79796     5.53173     1.22321    -0.00515
     925.998   4.720E-02   3.876E-04    11.34153     0.73166    11.31790     9.79796     5.53173     1.22264     0.00121
     926.173   4.725E-02   3.884E-04    11.34147     0.73202    11.31782     9.79796     5.53173     1.22188     0.00649
     926.349   4.728E-02   3.891E-04    11.34140     0.73226    11.31773     9.79796     5.53173     1.22111     0.00861
     926.524   4.732E-02   3.898E-04    11.34134     0.73256    11.31766     9.79796     5.53173     1.22042    -0.00260
     926.700   4.737E-02   3.907E-04    11.34135     0.73300    11.31763     9.79796     5.53173     1.22017     0.01543
     926.875   4.745E-02   3.917E-04    11.34136     0.73359    11.31761     9.79796     5.53173     1.21992     0.00527
     927.051   4.754E-02   3.928E-04    11.34129     0.73428    11.31749     9.79796     5.53173     1.21886     0.00021
     927.227   4.763E-02   3.940E-04    11.34101     0.73496    11.31717     9.79796     5.53173     1.21582    -0.00653
     927.402   4.769E-02   3.948E-04    11.34071     0.73540    11.31684     9.79796     5.53173     1.21278     0.00537
     927.578   4.770E-02   3.953E-04    11.34029     0.73545    11.31642     9.79796     5.53173     1.20884     0.00449
     927.753   4.764E-02   3.953E-04    11.33972     0.73503    11.31587     9.79796     5.53173     1.20375    -0.00438
     927.929   4.753E-02   3.947E-04    11.33912     0.73412    11.31533     9.79796     5.53173     1.19864     0.01068
     928.104   4.735E-02   3.937E-04    11.33867     0.73276    11.31496     9.79796     5.53173     1.19516     0.00858
     928.280   4.714E-02   3.923E-04    11.33831     0.73109    11.31471     9.79796     5.53173     1.19279    -0.00050
     928.455   4.693E-02   3.909E-04    11.33795     0.72941    11.31446     9.79796     5.53173     1.19042    -0.00371
     928.631   4.672E-02   3.896E-04    11.33770     0.72781    11.31432     9.79796     5.53173     1.18903    -0.00532
     928.806   4.653E-02   3.884E-04    11.33750     0.72632    11.31421     9.79796     5.53173     1.18798     0.00264
     928.982   4.635E-02   3.873E-04    11.33730     0.72492    11.31410     9.79796     5.53173     1.18693    -0.00599
     929.158   4.619E-02   3.863E-04    11.33685     0.72364    11.31373     9.79796     5.53173     1.18345    -0.02838
     929.333   4.605E-02   3.855E-04    11.33639     0.72252    11.31334     9.79796     5.53173     1.17968    -0.00949
     929.509   4.593E-02   3.849E-04    11.33595     0.72155    11.31296     9.79796     5.53173     1.17602    -0.00411
     929.684   4.582E-02   3.844E-04    11.33573     0.72072    11.31280     9.79796     5.53173     1.17446     0.00654
     929.860   4.572E-02   3.840E-04    11.33552     0.71993    11.31263     9.79796     5.53173     1.17289    -0.00607
     930.035   4.561E-02   3.835E-04    11.33671     0.71907    11.31388     9.79796     5.53173     1.18483    -0.01220
     930.211   4.544E-02   3.827E-04    11.34344     0.71797    11.32069     9.79796     5.53173     1.24824    -0.00338
     930.386   4.524E-02   3.815E-04    11.35013     0.71658    11.32749     9.79796     5.53173     1.30845    -0.01466
     930.562   4.500E-02   3.802E-04    11.35923     0.71499    11.33671     9.79796     5.53173     1.38599    -0.01475
     930.738   4.474E-02   3.787E-04    11.37275     0.71333    11.35036     9.79796     5.53173     1.49355    -0.01363
     930.913   4.451E-02   3.775E-04    11.38624     0.71188    11.36397     9.79796     5.53173     1.59366     0.00681
     931.089   4.438E-02   3.770E-04    11.39474     0.71110    11.37253     9.79796     5.53173     1.65362     0.01058
     931.264   4.435E-02   3.773E-04    11.39838     0.71102    11.37618     9.79796     5.53173     1.67854     0.00399
     931.440   4.441E-02   3.782E-04    11.40205     0.71158    11.37982     9.79796     5.53173     1.70305     0.00511
     931.615   4.456E-02   3.797E-04    11.39656     0.71262    11.37426     9.79796     5.53173     1.66546    -0.00321
     931.791   4.476E-02   3.814E-04    11.38631     0.71392    11.36390     9.79796     5.53173     1.59320     0.00487
     931.966   4.495E-02   3.830E-04    11.37605     0.71506    11.35355     9.79796     5.53173     1.51761     0.01899
     932.142   4.504E-02   3.841E-04    11.37564     0.71581    11.35310     9.79796     5.53173     1.51419    -0.00722
     932.318   4.508E-02   3.848E-04    11.37753     0.71616    11.35497     9.79796     5.53173     1.52815     0.00657
     932.493   4.507E-02   3.852E-04    11.37939     0.71613    11.35683     9.79796     5.53173     1.54197    -0.00750
     932.669   4.506E-02   3.852E-04    11.37152     0.71585    11.34897     9.79796     5.53173     1.48293    -0.02024
     932.844   4.505E-02   3.851E-04    11.36326     0.71546    11.34072     9.79796     5.53173     1.41841     0.01665
     933.020   4.503E-02   3.851E-04    11.35507     0.71506    11.33253     9.79796     5.53173     1.35139    -0.00116
     933.195   4.501E-02   3.850E-04    11.34735     0.71468    11.32482     9.79796     5.53173     1.28511     0.00333
     933.371   4.501E-02   3.851E-04    11.33964     0.71441    11.31711     9.79796     5.53173     1.21534    -0.01139
     933.546   4.502E-02   3.853E-04    11.33401     0.71433    11.31147     9.79796     5.53173     1.16164     0.00023
     933.722   4.506E-02   3.860E-04    11.33410     0.71467    11.31155     9.79796     5.53173     1.16238     0.00699
     933.898   4.516E-02   3.872E-04    11.33422     0.71540    11.31162     9.79796     5.53173     1.16311     0.01428
     934.073   4.528E-02   3.886E-04    11.33280     0.71637    11.31014     9.79796     5.53173     1.14858    -0.00605
     934.249   4.543E-02   3.901E-04    11.32921     0.71741    11.30647     9.79796     5.53173     1.11190     0.01219
     934.424   4.556E-02   3.915E-04    11.32562     0.71836    11.30281     9.79796     5.53173     1.07405     0.00173
     934.600   4.566E-02   3.925E-04    11.32365     0.71902    11.30080     9.79796     5.53173     1.05263    -0.00687
     934.775   4.569E-02   3.932E-04    11.32290     0.71928    11.30003     9.79796     5.53173     1.04433     0.00130
     934.951   4.568E-02   3.934E-04    11.32212     0.71913    11.29926     9.79796     5.53173     1.03599     0.00989
     935.126   4.561E-02   3.931E-04    11.32187     0.71857    11.29904     9.79796     5.53173     1.03361     0.01181
     935.302   4.549E-02   3.925E-04    11.32180     0.71764    11.29904     9.79796     5.53173     1.03355    -0.00407
     935.478   4.534E-02   3.915E-04    11.32172     0.71645    11.29903     9.79796     5.53173     1.03350     0.01306
     935.653   4.520E-02   3.907E-04    11.32099     0.71533    11.29837     9.79796     5.53173     1.02621     0.00449
     935.829   4.510E-02   3.901E-04    11.32018     0.71448    11.29761     9.79796     5.53173     1.01782    -0.00786
     936.004   4.503E-02   3.899E-04    11.31943     0.71393    11.29689     9.79796     5.53173     1.00983     0.00052
     936.180   4.498E-02   3.899E-04    11.32036     0.71359    11.29785     9.79796     5.53173     1.02049    -0.00939
     936.355   4.492E-02   3.898E-04    11.32129     0.71315    11.29881     9.79796     5.53173     1.03101     0.01792
     936.531   4.477E-02   3.888E-04    11.32268     0.71195    11.30027     9.79796     5.53173     1.04697    -0.00975
     936.706   4.447E-02   3.868E-04    11.32639     0.70973    11.30413     9.79796     5.53173     1.08779    -0.00257
     936.882   4.406E-02   3.836E-04    11.33003     0.70654    11.30797     9.79796     5.53173     1.12707    -0.00009
     937.058   4.354E-02   3.797E-04    11.33791     0.70260    11.31612     9.79796     5.53173     1.20601     0.00125
     937.233   4.298E-02   3.757E-04    11.35455     0.69858    11.33304     9.79796     5.53173     1.35568    -0.00890
     937.409   4.260E-02   3.733E-04    11.37123     0.69599    11.34991     9.79796     5.53173     1.49010    -0.00266
     937.584   4.246E-02   3.729E-04    11.38547     0.69530    11.36422     9.79796     5.53173     1.59545    -0.00878
     937.760   4.256E-02   3.746E-04    11.39709     0.69649    11.37579     9.79796     5.53173     1.67586    -0.01074
     937.935   4.285E-02   3.778E-04    11.40876     0.69922    11.38732     9.79796     5.53173     1.75242    -0.00485
     938.111   4.330E-02   3.820E-04    11.40580     0.70273    11.38414     9.79796     5.53173     1.73162    -0.01529
     938.286   4.370E-02   3.856E-04    11.39427     0.70567    11.37240     9.79796     5.53173     1.65269    -0.00235
     938.462   4.398E-02   3.880E-04    11.38268     0.70750    11.36067     9.79796     5.53173     1.56998    -0.00290
     938.638   4.408E-02   3.890E-04    11.37538     0.70813    11.35332     9.79796     5.53173     1.51584     0.00225
     938.813   4.404E-02   3.888E-04    11.36921     0.70762    11.34717     9.79796     5.53173     1.46911     0.00972
     938.989   4.389E-02   3.876E-04    11.36300     0.70618    11.34103     9.79796     5.53173     1.42093    -0.01542
     939.164   4.369E-02   3.860E-04    11.35796     0.70441    11.33609     9.79796     5.53173     1.38095     0.00634
     939.340   4.352E-02   3.848E-04    11.35303     0.70294    11.33124     9.79796     5.53173     1.34055    -0.02211
     939.515   4.343E-02   3.842E-04    11.34823     0.70206    11.32650     9.79796     5.53173     1.29980     0.00629
     939.691   4.343E-02   3.844E-04    11.34449     0.70191    11.32275     9.79796     5.53173     1.26678    -0.00920
     939.866   4.351E-02   3.854E-04    11.34079     0.70249    11.31902     9.79796     5.53173     1.23293    -0.01216
     940.042   4.363E-02   3.867E-04    11.33844     0.70332    11.31660     9.79796     5.53173     1.21059    -0.00673
     940.218   4.368E-02   3.877E-04    11.34024     0.70381    11.31838     9.79796     5.53173     1.22709    -0.00128
     940.393   4.367E-02   3.881E-04    11.34201     0.70376    11.32015     9.79796     5.53173     1.24334     0.01065
     940.569   4.358E-02   3.877E-04    11.34176     0.70308    11.31995     9.79796     5.53173     1.24149     0.00362
     940.744   4.343E-02   3.867E-04    11.33842     0.70177    11.31668     9.79796     5.53173     1.21132     0.01823
     940.920   4.326E-02   3.855E-04    11.33507     0.70024    11.31342     9.79796     5.53173     1.18045    -0.00312
     941.095   4.310E-02   3.844E-04    11.33321     0.69893    11.31163     9.79796     5.53173     1.16320     0.01017
     941.271   4.299E-02   3.839E-04    11.33260     0.69801    11.31108     9.79796     5.53173     1.15785     0.00784
     941.446   4.294E-02   3.838E-04    11.33203     0.69756    11.31054     9.79796     5.53173     1.15249     0.00511
     941.622   4.293E-02   3.842E-04    11.33499     0.69756    11.31351     9.79796     5.53173     1.18130    -0.00818
     941.798   4.294E-02   3.849E-04    11.33951     0.69777    11.31802     9.79796     5.53173     1.22372     0.00639
     941.973   4.295E-02   3.856E-04    11.34400     0.69798    11.32251     9.79796     5.53173     1.26461    -0.02309
     942.149   4.296E-02   3.861E-04    11.34440     0.69809    11.32290     9.79796     5.53173     1.26806    -0.00098
     942.324   4.295E-02   3.865E-04    11.34404     0.69804    11.32254     9.79796     5.53173     1.26491    -0.00956
     942.500   4.292E-02   3.866E-04    11.34367     0.69772    11.32219     9.79796     5.53173     1.26174    -0.00294
     942.675   4.284E-02   3.861E-04    11.33711     0.69689    11.31567     9.79796     5.53173     1.20185    -0.02304
     942.851   4.268E-02   3.849E-04    11.33052     0.69540    11.30916     9.79796     5.53173     1.13890    -0.00370
     943.026   4.241E-02   3.828E-04    11.32571     0.69308    11.30448     9.79796     5.53173     1.09144     0.00508
     943.202   4.200E-02   3.796E-04    11.33108     0.68986    11.31006     9.79796     5.53173     1.14780     0.01498
     943.378   4.147E-02   3.754E-04    11.33638     0.68561    11.31563     9.79796     5.53173     1.20140     0.00175
     943.553   4.086E-02   3.705E-04    11.34296     0.68077    11.32251     9.79796     5.53173     1.26461     0.01184
     943.729   4.026E-02   3.658E-04    11.35258     0.67605    11.33244     9.79796     5.53173     1.35059     0.00178
     943.904   3.973E-02   3.618E-04    11.36221     0.67192    11.34233     9.79796     5.53173     1.43124    -0.01491
     944.080   3.935E-02   3.588E-04    11.36537     0.66877    11.34568     9.79796     5.53173     1.45753     0.00857
     944.255   3.917E-02   3.574E-04    11.36080     0.66709    11.34120     9.79796     5.53173     1.42226    -0.00217
     944.431   3.915E-02   3.575E-04    11.35632     0.66679    11.33673     9.79796     5.53173     1.38618    -0.01516
     944.606   3.923E-02   3.584E-04    11.35057     0.66725    11.33094     9.79796     5.53173     1.33802    -0.01063
     944.782   3.935E-02   3.598E-04    11.34400     0.66814    11.32430     9.79796     5.53173     1.28055    -0.00915
     944.958   3.949E-02   3.613E-04    11.33744     0.66913    11.31767     9.79796     5.53173     1.22054     0.00367
     945.133   3.958E-02   3.625E-04    11.33493     0.66983    11.31512     9.79796     5.53173     1.19665     0.01019
     945.309   3.962E-02   3.632E-04    11.33370     0.67013    11.31387     9.79796     5.53173     1.18474    -0.00307
     945.484   3.963E-02   3.637E-04    11.33245     0.67018    11.31262     9.79796     5.53173     1.17275     0.00088
     945.660   3.962E-02   3.641E-04    11.33493     0.67013    11.31511     9.79796     5.53173     1.19652    -0.01022
     945.835   3.961E-02   3.645E-04    11.33778     0.67013    11.31796     9.79796     5.53173     1.22319     0.00063
     946.011   3.963E-02   3.652E-04    11.34027     0.67038    11.32044     9.79796     5.53173     1.24591     0.00687
     946.186   3.970E-02   3.661E-04    11.33729     0.67086    11.31742     9.79796     5.53173     1.21821     0.00217
     946.362   3.978E-02   3.672E-04    11.33432     0.67145    11.31441     9.79796     5.53173     1.18993    -0.00406
     946.538   3.986E-02   3.683E-04    11.33144     0.67204    11.31150     9.79796     5.53173     1.16188     0.02074
     946.713   3.993E-02   3.693E-04    11.32889     0.67254    11.30891     9.79796     5.53173     1.13643     0.00729
     946.889   3.996E-02   3.700E-04    11.32633     0.67278    11.30633     9.79796     5.53173     1.11046    -0.00361
     947.064   3.995E-02   3.704E-04    11.32939     0.67280    11.30940     9.79796     5.53173     1.14124    -0.02122
     947.240   3.990E-02   3.708E-04    11.34216     0.67271    11.32220     9.79796     5.53173     1.26178     0.01327
     947.415   3.984E-02   3.710E-04    11.35488     0.67256    11.33495     9.79796     5.53173     1.37152    -0.00244
     947.591   3.978E-02   3.713E-04    11.36718     0.67244    11.34727     9.79796     5.53173     1.46991    -0.00944
     947.766   3.974E-02   3.718E-04    11.37908     0.67243    11.35919     9.79796     5.53173     1.55925     0.00980
     947.942   3.970E-02   3.723E-04    11.39094     0.67249    11.37107     9.79796     5.53173     1.64354    -0.00783
     948.118   3.974E-02   3.728E-04    11.38429     0.67259    11.36440     9.79796     5.53173     1.59676    -0.00816
     948.293   3.980E-02   3.734E-04    11.36853     0.67269    11.34861     9.79796     5.53173     1.48019     0.00291
     948.469   3.987E-02   3.739E-04    11.35279     0.67276    11.33284     9.79796     5.53173     1.35397    -0.00229
     948.644   3.990E-02   3.743E-04    11.34171     0.67271    11.32174     9.79796     5.53173     1.25774     0.00226
     948.820   3.991E-02   3.745E-04    11.33165     0.67250    11.31167     9.79796     5.53173     1.16360     0.01038
     948.995   3.990E-02   3.745E-04    11.32159     0.67212    11.30162     9.79796     5.53173     1.06144     0.00407
     949.171   3.984E-02   3.744E-04    11.32025     0.67158    11.30031     9.79796     5.53173     1.04740     0.00035
     949.346   3.976E-02   3.741E-04    11.31914     0.67087    11.29924     9.79796     5.53173     1.03578     0.02273
     949.522   3.967E-02   3.736E-04    11.31842     0.67009    11.29857     9.79796     5.53173     1.02844     0.00203
     949.698   3.957E-02   3.732E-04    11.32047     0.66931    11.30066     9.79796     5.53173     1.05120     0.00967
     949.873   3.948E-02   3.728E-04    11.32251     0.66856    11.30275     9.79796     5.53173     1.07342    -0.01183
     950.049   3.938E-02   3.725E-04    11.32513     0.66779    11.30543     9.79796     5.53173     1.10123    -0.00225
     950.224   3.925E-02   3.721E-04    11.32927     0.66688    11.30963     9.79796     5.53173     1.14354    -0.00938
     950.400   3.913E-02   3.718E-04    11.33339     0.66597    11.31381     9.79796     5.53173     1.18419    -0.00219
     950.575   3.903E-02   3.715E-04    11.33518     0.66511    11.31565     9.79796     5.53173     1.20168     0.00764
     950.751   3.894E-02   3.714E-04    11.33390     0.66433    11.31441     9.79796     5.53173     1.18990    -0.00199
     950.926   3.887E-02   3.713E-04    11.33262     0.66369    11.31317     9.79796     5.53173     1.17804     0.00451
     951.102   3.883E-02   3.717E-04    11.33359     0.66337    11.31416     9.79796     5.53173     1.18755    -0.00004
     951.278   3.885E-02   3.726E-04    11.33620     0.66360    11.31676     9.79796     5.53173     1.21200     0.00723
     951.453   3.896E-02   3.745E-04    11.33883     0.66463    11.31934     9.79796     5.53173     1.23588     0.00369
     951.629   3.918E-02   3.775E-04    11.34470     0.66670    11.32510     9.79796     5.53173     1.28757    -0.00263
     951.804   3.955E-02   3.820E-04    11.35179     0.67003    11.33199     9.79796     5.53173     1.34688     0.00329
     951.980   4.014E-02   3.887E-04    11.35894     0.67521    11.33886     9.79796     5.53173     1.40345     0.00829
     952.155   4.088E-02   3.965E-04    11.35699     0.68138    11.33654     9.79796     5.53173     1.38458     0.00009
     952.331   4.168E-02   4.049E-04    11.35389     0.68791    11.33303     9.79796     5.53173     1.35560    -0.01002
